1.91	-0.332735	0.110712
1.92	-0.342148	0.117065
1.93	-0.351527	0.123572
1.94	-0.360871	0.130228
1.95	-0.370179	0.137033
1.96	-0.37945	0.143983
1.97	-0.388683	0.151075
1.98	-0.397877	0.158306
1.99	-0.407032	0.165675
2	-0.416145	0.173177
2.01	-0.425218	0.18081
2.02	-0.434247	0.18857
2.03	-0.443233	0.196456
2.04	-0.452175	0.204462
2.05	-0.461071	0.212587
2.06	-0.469922	0.220826
2.07	-0.478725	0.229178
2.08	-0.487481	0.237638
2.09	-0.496188	0.246202
2.1	-0.504845	0.254868
2.11	-0.513452	0.263632
2.12	-0.522007	0.272491
2.13	-0.53051	0.281441
2.14	-0.53896	0.290478
2.15	-0.547356	0.299599
2.16	-0.555698	0.3088
2.17	-0.563984	0.318078
2.18	-0.572213	0.327428
2.19	-0.580386	0.336847
2.2	-0.5885	0.346332
2.21	-0.596555	0.355878
2.22	-0.604551	0.365482
2.23	-0.612486	0.375139
2.24	-0.62036	0.384847
2.25	-0.628172	0.3946
2.26	-0.635922	0.404396
2.27	-0.643607	0.41423
2.28	-0.651228	0.424098
2.29	-0.658785	0.433997
2.3	-0.666275	0.443922
2.31	-0.673698	0.453869
2.32	-0.681055	0.463835
2.33	-0.688343	0.473816
2.34	-0.695562	0.483807
2.35	-0.702712	0.493804
2.36	-0.709791	0.503804
2.37	-0.7168	0.513802
2.38	-0.723737	0.523795
2.39	-0.730601	0.533778
2.4	-0.737392	0.543748
2.41	-0.74411	0.5537
2.42	-0.750753	0.563631
2.43	-0.757322	0.573536
2.44	-0.763814	0.583412
2.45	-0.77023	0.593254
2.46	-0.776569	0.60306
2.47	-0.78283	0.612824
2.48	-0.789014	0.622542
2.49	-0.795118	0.632212
2.5	-0.801142	0.641829
2.51	-0.807087	0.65139
2.52	-0.812951	0.660889
2.53	-0.818734	0.670325
2.54	-0.824434	0.679692
2.55	-0.830052	0.688987
2.56	-0.835588	0.698207
2.57	-0.841039	0.707347
2.58	-0.846407	0.716405
2.59	-0.85169	0.725376
2.6	-0.856888	0.734257
2.61	-0.862	0.743044
2.62	-0.867026	0.751734
2.63	-0.871965	0.760323
2.64	-0.876817	0.768808
2.65	-0.881581	0.777185
2.66	-0.886257	0.785452
2.67	-0.890845	0.793605
2.68	-0.895343	0.80164
2.69	-0.899752	0.809554
2.7	-0.904071	0.817345
2.71	-0.9083	0.825009
2.72	-0.912437	0.832542
2.73	-0.916484	0.839943
2.74	-0.920439	0.847208
2.75	-0.924302	0.854333
2.76	-0.928072	0.861317
2.77	-0.931749	0.868157
2.78	-0.935334	0.874849
2.79	-0.938825	0.881392
2.8	-0.942222	0.887782
2.81	-0.945524	0.894016
2.82	-0.948732	0.900093
2.83	-0.951846	0.90601
2.84	-0.954864	0.911765
2.85	-0.957787	0.917355
2.86	-0.960613	0.922778
2.87	-0.963344	0.928032
2.88	-0.965979	0.933115
2.89	-0.968517	0.938024
2.9	-0.970958	0.942759
2.91	-0.973302	0.947316
2.92	-0.975548	0.951694
2.93	-0.977697	0.955892
2.94	-0.979748	0.959907
2.95	-0.981702	0.963738
2.96	-0.983557	0.967384
2.97	-0.985314	0.970843
2.98	-0.986972	0.974114
2.99	-0.988531	0.977194
3	-0.989992	0.980084
3.01	-0.991354	0.982782
3.02	-0.992616	0.985287
3.03	-0.99378	0.987598
3.04	-0.994844	0.989714
3.05	-0.995808	0.991634
3.06	-0.996673	0.993357
3.07	-0.997438	0.994883
3.08	-0.998104	0.996211
3.09	-0.998669	0.99734
3.1	-0.999135	0.998271
3.11	-0.999501	0.999002
3.12	-0.999767	0.999534
3.13	-0.999933	0.999866
3.14	-0.999999	0.999997
3.15	-0.999965	0.999929
3.16	-0.999831	0.999661
3.17	-0.999597	0.999193
3.18	-0.999263	0.998526
3.19	-0.998829	0.997659
3.2	-0.998295	0.996593
3.21	-0.997661	0.995328
3.22	-0.996928	0.993865
3.23	-0.996095	0.992205
3.24	-0.995162	0.990348
3.25	-0.99413	0.988294
3.26	-0.992998	0.986046
3.27	-0.991767	0.983603
3.28	-0.990437	0.980966
3.29	-0.989008	0.978137
3.3	-0.98748	0.975117
3.31	-0.985853	0.971907
3.32	-0.984128	0.968508
3.33	-0.982304	0.964922
3.34	-0.980382	0.961149
3.35	-0.978362	0.957193
3.36	-0.976244	0.953053
3.37	-0.974029	0.948732
3.38	-0.971716	0.944232
3.39	-0.969306	0.939554
3.4	-0.966799	0.9347
3.41	-0.964195	0.929672
3.42	-0.961495	0.924473
3.43	-0.958699	0.919104
3.44	-0.955807	0.913567
3.45	-0.952819	0.907864
3.46	-0.949736	0.901999
3.47	-0.946558	0.895972
3.48	-0.943286	0.889788
3.49	-0.939919	0.883447
3.5	-0.936458	0.876953
3.51	-0.932903	0.870308
3.52	-0.929255	0.863515
3.53	-0.925514	0.856577
3.54	-0.921681	0.849496
3.55	-0.917756	0.842275
3.56	-0.913738	0.834918
3.57	-0.90963	0.827426
3.58	-0.90543	0.819804
3.59	-0.90114	0.812053
3.6	-0.89676	0.804178
3.61	-0.89229	0.796181
3.62	-0.887731	0.788066
3.63	-0.883083	0.779835
3.64	-0.878346	0.771492
3.65	-0.873522	0.763041
3.66	-0.868611	0.754485
3.67	-0.863613	0.745827
3.68	-0.858528	0.73707
3.69	-0.853357	0.728219
3.7	-0.848102	0.719276
3.71	-0.842761	0.710246
3.72	-0.837336	0.701132
3.73	-0.831827	0.691937
3.74	-0.826236	0.682665
3.75	-0.820561	0.673321
3.76	-0.814805	0.663907
3.77	-0.808967	0.654427
3.78	-0.803048	0.644886
3.79	-0.797049	0.635286
3.8	-0.79097	0.625633
3.81	-0.784812	0.615929
3.82	-0.778575	0.606179
3.83	-0.772261	0.596387
3.84	-0.765869	0.586556
3.85	-0.759401	0.57669
3.86	-0.752857	0.566794
3.87	-0.746238	0.556871
3.88	-0.739544	0.546925
3.89	-0.732776	0.53696
3.9	-0.725935	0.526981
3.91	-0.719021	0.516991
3.92	-0.712035	0.506994
3.93	-0.704978	0.496994
3.94	-0.697851	0.486996
3.95	-0.690654	0.477002
3.96	-0.683387	0.467018
3.97	-0.676053	0.457047
3.98	-0.66865	0.447093
3.99	-0.661181	0.437161
4	-0.653646	0.427253
4.01	-0.646045	0.417375
4.02	-0.63838	0.407529
4.03	-0.630651	0.397721
4.04	-0.622859	0.387953
4.05	-0.615004	0.37823
4.06	-0.607088	0.368556
4.07	-0.599111	0.358934
4.08	-0.591075	0.349369
4.09	-0.582979	0.339864
4.1	-0.574825	0.330424
4.11	-0.566613	0.321051
4.12	-0.558345	0.311749
4.13	-0.550021	0.302523
4.14	-0.541642	0.293376
4.15	-0.533209	0.284311
4.16	-0.524722	0.275333
4.17	-0.516183	0.266445
4.18	-0.507592	0.25765
4.19	-0.498951	0.248952
4.2	-0.49026	0.240355
4.21	-0.481519	0.231861
4.22	-0.472731	0.223475
4.23	-0.463895	0.215199
4.24	-0.455013	0.207037
4.25	-0.446085	0.198992
4.26	-0.437113	0.191068
4.27	-0.428097	0.183267
4.28	-0.419038	0.175593
4.29	-0.409938	0.168049
4.3	-0.400796	0.160637
4.31	-0.391614	0.153362
4.32	-0.382393	0.146225
4.33	-0.373134	0.139229
4.34	-0.363838	0.132378
4.35	-0.354505	0.125674
4.36	-0.345136	0.119119
4.37001	-0.335734	0.112717
4.38001	-0.326297	0.10647
4.39001	-0.316828	0.10038
4.40001	-0.307327	0.0944501
4.41001	-0.297796	0.0886824
4.42001	-0.288235	0.0830792
4.43001	-0.278645	0.0776428
4.44001	-0.269027	0.0723753
4.45001	-0.259382	0.0672789
4.46001	-0.249711	0.0623556
4.47001	-0.240015	0.0576073
4.48001	-0.230295	0.053036
4.49001	-0.220553	0.0486435
4.50001	-0.210788	0.0444315
4.51001	-0.201002	0.0404018
4.52001	-0.191196	0.0365559
4.53001	-0.181371	0.0328954
4.54001	-0.171528	0.0294217
4.55001	-0.161667	0.0261362
4.56001	-0.15179	0.0230404
4.57001	-0.141899	0.0201352
4.58001	-0.131993	0.0174221
4.59001	-0.122074	0.014902
4.60001	-0.112142	0.0125759
4.61001	-0.1022	0.0104448
4.62001	-0.0922468	0.00850947
4.63001	-0.0822848	0.00677078
4.64001	-0.0723145	0.00522939
4.65001	-0.062337	0.0038859
4.66001	-0.0523533	0.00274086
4.67001	-0.0423643	0.00179473
4.68001	-0.0323711	0.00104789
4.69001	-0.0223747	0.000500625
4.70001	-0.012376	0.000153165
4.71001	-0.00237607	5.64569e-06
4.72001	0.00762409	5.81267e-05
4.73001	0.0176235	0.000310587
4.74001	0.0276211	0.000762925
4.75001	0.037616	0.00141496
4.76001	0.0476071	0.00226643
4.77001	0.0575934	0.003317
4.78001	0.067574	0.00456625
4.79001	0.0775478	0.00601367
4.80001	0.0875139	0.00765868
4.81002	0.0974712	0.00950064
4.82002	0.107419	0.0115388
4.83002	0.117356	0.0137723
4.84002	0.127281	0.0162004
4.85002	0.137193	0.0188219
4.86002	0.147092	0.021636
4.87002	0.156976	0.0246414
4.88002	0.166844	0.0278369
4.89002	0.176695	0.0312213
4.90002	0.186529	0.0347932
4.91002	0.196345	0.0385512
4.92002	0.20614	0.0424938
4.93002	0.215915	0.0466193
4.94002	0.225669	0.0509263
4.95002	0.235399	0.0554128
4.96002	0.245107	0.0600772
